	CNV	Protien	slope	intercept	rValue	pValue	stdErr
6041	CDH26	MOCS3	0.37640806892021	-9.18269060890844	0.6437501820362406	7.490877028440777e-14	0.04366587254502952
6140	CDH26	PTPN1	0.27781661280367775	-7.291957230016907	0.5132858435717604	1.5739397355969904e-08	0.04533167324493377
6172	CDH26	RTF2	0.284503224165113	-7.2701918367568	0.5524830288181029	6.848594649791431e-10	0.041888208494534215
6220	CDH26	STAU1	0.3696396607305195	-9.804054122181451	0.604664887287628	5.313434736629997e-12	0.047516455050285455
6222	CDH26	STX16	0.2733998913716359	-6.517032864345326	0.5172614848460538	1.1659050951241003e-08	0.044144818735305985
6261	CDH26	TPD52L2	0.28467002984707174	-7.80469775657826	0.5351828702305438	2.8703529916488472e-09	0.04384963807997546
6284	CDH26	VAPB	0.24960720119116428	-6.58086160231277	0.5328210600228622	3.468946499282179e-09	0.038687301379395966
6295	CDH26	YTHDF1	0.35609056481014145	-8.550115914666227	0.5166023721654724	1.225702577088311e-08	0.05759669238175613
6298	CDH26	ZGPAT	0.3282525991949727	-7.643061642749012	0.5567790628614941	4.736905055495257e-10	0.04779189524373799
7538	ANKRD46	YWHAZ	0.2760486854257094	-8.167200223087633	0.5589795382533757	3.913816334204197e-10	0.039961768587064746
7924	ATP6V1C1	FAM91A1	0.4597485626046609	-11.428249547584574	0.5163373622401716	1.2505637521489729e-08	0.07441515091019958
8825	ATP6V1C1	YWHAZ	0.2787423590302065	-8.24594388075221	0.5543761781547399	5.825412735091497e-10	0.04083814689212937
9292	ATAD2	FAM91A1	0.7546575674137115	-18.877570594731264	0.6992330791055984	5.4563526205244155e-17	0.07529650670206076
10219	ATAD2	TAF2	0.4495879700894571	-10.108965343774866	0.5115279770524738	1.7950753195494047e-08	0.07370188291475334
10226	ATAD2	TATDN1	0.5439148377780647	-13.43993541314926	0.6480896214398454	4.4917528993456736e-14	0.06237458081914642
10478	ARFGAP1	ARFGEF2	0.35877961733599706	-8.886273718584691	0.5370916856837215	2.460292802081398e-09	0.05498978993906232
10691	ARFGAP1	MOCS3	0.3673998367129133	-8.967200442551777	0.618587499633756	1.2458640265339622e-12	0.045541645887341026
10779	ARFGAP1	PTPN1	0.286781140406553	-7.534820857042207	0.5216214023990612	8.352318344363342e-09	0.045776197079880586
10851	ARFGAP1	STAU1	0.36522209432225333	-9.691859597166802	0.5881620106237809	2.71369122543255e-11	0.049009021000058745
10884	ARFGAP1	TOMM34	0.21881823371105583	-5.680788502083837	0.5109660274617449	1.8718304457827254e-08	0.035924745260597135
10888	ARFGAP1	TPD52L2	0.30397885231704447	-8.343735732106836	0.5626101576662559	2.8477431682587953e-10	0.043591400339973475
10912	ARFGAP1	VAPB	0.24885502104127086	-6.5665286728312635	0.5229671621418279	7.528026894159607e-09	0.03958190991570482
10919	ARFGAP1	YTHDF1	0.35917674536969524	-8.63040194906892	0.512988797028337	1.6093803853205718e-08	0.058653375720591525
10923	ARFGAP1	ZGPAT	0.34436552997411507	-8.026791649791582	0.5750401063713932	9.307311608461883e-11	0.04781307428121976
11345	CCNE2	ESRP1	0.22318874567714947	-5.6301766532590625	0.6144125491316689	1.939135553920652e-12	0.027969601094807565
11777	CCNE2	MTFR1	0.22517855428305245	-4.750660340519089	0.57245159960223	1.1793415319713869e-10	0.03147566323090986
11870	CCNE2	OTUD6B	0.3289730549775464	-7.784295732207844	0.5222890903415043	7.933096551744376e-09	0.05241865475875385
12457	CCNE2	YWHAZ	0.24346475675598006	-7.219824828158611	0.5515057510427122	7.442298459163643e-10	0.035937390759768637
12914	ANXA13	FAM91A1	0.7597612378141965	-19.004507651276803	0.7020596983144324	3.6125806361352066e-17	0.07520738023352365
13840	ANXA13	TAF2	0.4529807014508046	-10.1847202898541	0.5139954633839896	1.492273251331568e-08	0.07377482926288612
13847	ANXA13	TATDN1	0.5454214116652573	-13.47541538707677	0.6481286503083291	4.470971448256562e-14	0.06254085608781693
14605	ASAP1	HSF1	0.5748684778342394	-14.149210809728517	0.5330850432776778	3.396521599398097e-09	0.08903881355552841
15002	ASAP1	PTK2	0.39495883638078133	-10.286705700789296	0.5208177450982229	8.885087696826094e-09	0.0631771981332542
15018	ASAP1	PYCR3	0.41065912280365185	-9.89290850386825	0.551693485649856	7.324538011895635e-10	0.060587001994578955
15851	C8orf76	FAM91A1	0.7537807401602263	-18.85638789243911	0.7017697599467001	3.769497467948893e-17	0.0746761599253921
16765	C8orf76	TAF2	0.44775775642007687	-10.067823135827052	0.5118885397122068	1.7474232066939217e-08	0.07333181792432368
16772	C8orf76	TATDN1	0.5401108216517724	-13.345205245725376	0.6466430562360628	5.331579600922499e-14	0.062177056652674985
17352	AZIN1	FAM91A1	0.4597485626046609	-11.428249547584574	0.5163373622401716	1.2505637521489729e-08	0.07441515091019958
18253	AZIN1	YWHAZ	0.2787423590302065	-8.24594388075221	0.5543761781547399	5.825412735091497e-10	0.04083814689212937
18334	C8orf89	ARFGEF1	0.35626175502607926	-8.92716987767467	0.5524610945599183	6.861405764484462e-10	0.05245641594018478
18965	C8orf89	MTFR1	0.19116493342670168	-4.023231121016528	0.5590398610577525	3.893314526214236e-10	0.027669357903219
19371	C8orf89	STAU2	0.29808042790444456	-6.818472053384967	0.5432416391827944	1.487397115588549e-09	0.044957896142563555
19521	C8orf89	VCPIP1	0.37713025167368497	-9.234965903373148	0.520097290250297	9.390245248294448e-09	0.060439995568324266
19558	C8orf89	YTHDF3	0.43827104723612675	-11.325002830927211	0.604187737375649	5.577294449056621e-12	0.05640900561561826
19617	ARFRP1	ARFGEF2	0.41442005791075476	-10.265257022905864	0.5587449372983145	3.9945414630204397e-10	0.06002952336359266
19847	ARFRP1	MOCS3	0.3980552851330188	-9.712494738865967	0.603611829038295	5.912644519534193e-12	0.051309876746469564
20036	ARFRP1	STAU1	0.3715999899008977	-9.854693179117085	0.5389739658084457	2.111346028289293e-09	0.056675011647099295
20081	ARFRP1	TPD52L2	0.32279342206690187	-8.856104593965691	0.5380728026663365	2.2720255975733613e-09	0.04934739125787822
20131	ARFRP1	ZGPAT	0.417900509935138	-9.744789076610047	0.6284974651696905	4.244348886572637e-13	0.05047184204447963
20619	C8orf33	HSF1	0.6282968885012399	-15.501450807064169	0.6232327105207203	7.5564786617385e-13	0.07693908345335568
20993	C8orf33	PTK2	0.4085570601518064	-10.66368025835914	0.5762938513157547	8.29282835462642e-11	0.05654120478724132
21007	C8orf33	PYCR3	0.422312457550841	-10.194960195315083	0.6068866738871064	4.23550208548055e-12	0.053973819138418644
21090	C8orf33	SCRIB	0.3469057379045728	-8.652305005494311	0.5167451946696416	1.21250103637766e-08	0.05608991623551399
21894	C8orf82	HSF1	0.630503219832898	-15.562566525872723	0.6429785518136121	8.1970497646796e-14	0.07329245578521405
22298	C8orf82	PTK2	0.409228032125782	-10.687440646567673	0.5934450182640377	1.6263538409292513e-11	0.054164959425689135
22314	C8orf82	PYCR3	0.42131420366343025	-10.176180484648704	0.6224488320635596	8.226518690104561e-13	0.05169888876694164
22412	C8orf82	SCRIB	0.3458625459601263	-8.63145618749889	0.5296541075209314	4.461859191310085e-09	0.054053253106482776
23083	BAALC	FAM91A1	0.4597485626046609	-11.428249547584574	0.5163373622401716	1.2505637521489729e-08	0.07441515091019958
23984	BAALC	YWHAZ	0.2787423590302065	-8.24594388075221	0.5543761781547399	5.825412735091497e-10	0.04083814689212937
24271	CCT6A	CHCHD2	0.7017976594393268	-18.59720511447861	0.756132887255219	4.71553011903724e-21	0.05927539333516531
24445	CCT6A	EGFR	0.2968446609320193	-7.684982373099769	0.6841005735939212	4.584868289099592e-16	0.030886810853345378
24788	CCT6A	LANCL2	0.5319491398222445	-12.913703740933245	0.8175875651728709	6.377491474522836e-27	0.03656083243707849
24965	CCT6A	NIPSNAP2	0.4649986118810497	-12.304622429221148	0.558239794485807	4.1738310226244554e-10	0.0674445181038322
25065	CCT6A	PHLDA2	0.3135585507239293	-6.989825513749314	0.512440867860754	1.676767203439739e-08	0.051278237623137386
25066	CCT6A	PHLDA3	0.40803379464409795	-9.703485436588215	0.6165325889542224	1.550226968623842e-12	0.05085128241666823
25184	CCT6A	PSPH	0.3829945152859825	-9.208969254299241	0.577675068298766	7.298595072365437e-11	0.05281367909380459
25207	CCT6A	PUS7	0.4212766060328862	-10.11287394651038	0.525332714908536	6.264434976182676e-09	0.06659094666403387
25445	CCT6A	SUMF2	0.7268892209530203	-18.871113825050006	0.7936592229246022	2.1153685352311112e-24	0.05437534307936432
26025	AARD	FAM91A1	0.5585135513776184	-13.925337960971229	0.5614949237979561	3.141224306637455e-10	0.080325018093941
26814	AARD	TAF2	0.43661788320997447	-9.830440564782325	0.5390093694904072	2.105261610956277e-09	0.06658512769308438
26822	AARD	TATDN1	0.43399856756660304	-10.692933116058876	0.5610900167756765	3.2548124480847823e-10	0.06248313446800237
27284	CHCHD2	CHCHD2	0.7017976594393268	-18.59720511447861	0.756132887255219	4.71553011903724e-21	0.05927539333516531
27458	CHCHD2	EGFR	0.2968446609320193	-7.684982373099769	0.6841005735939212	4.584868289099592e-16	0.030886810853345378
27801	CHCHD2	LANCL2	0.5319491398222445	-12.913703740933245	0.8175875651728709	6.377491474522836e-27	0.03656083243707849
27978	CHCHD2	NIPSNAP2	0.4649986118810497	-12.304622429221148	0.558239794485807	4.1738310226244554e-10	0.0674445181038322
28078	CHCHD2	PHLDA2	0.3135585507239293	-6.989825513749314	0.512440867860754	1.676767203439739e-08	0.051278237623137386
28079	CHCHD2	PHLDA3	0.40803379464409795	-9.703485436588215	0.6165325889542224	1.550226968623842e-12	0.05085128241666823
28197	CHCHD2	PSPH	0.3829945152859825	-9.208969254299241	0.577675068298766	7.298595072365437e-11	0.05281367909380459
28220	CHCHD2	PUS7	0.4212766060328862	-10.11287394651038	0.525332714908536	6.264434976182676e-09	0.06659094666403387
28458	CHCHD2	SUMF2	0.7268892209530203	-18.871113825050006	0.7936592229246022	2.1153685352311112e-24	0.05437534307936432
29205	CCDC166	HSF1	0.6072488129904168	-14.981706966051465	0.6158861044113335	1.660032351744029e-12	0.07580659705501747
29589	CCDC166	PTK2	0.41552926200806795	-10.856938551046044	0.5992958628354024	9.12464082091804e-12	0.0541679005739979
29605	CCDC166	PYCR3	0.4383372035728124	-10.597927871477498	0.6440661017449695	7.219083741856553e-14	0.05080746819992679
29699	CCDC166	SCRIB	0.3476202409734555	-8.677925674667383	0.5294420367685105	4.537285471441515e-09	0.054358199246435646
30019	BHLHE23	ARFGEF2	0.3589316703646018	-8.889782582135494	0.5374712004843489	2.3857569823671506e-09	0.0549584931403658
30233	BHLHE23	MOCS3	0.36695889853264485	-8.956095114250854	0.6180197517751601	1.3236292048286699e-12	0.0455546570519283
30323	BHLHE23	PTPN1	0.2869335375963438	-7.538573413569703	0.5220461278986497	8.08325702004021e-09	0.04574932427255049
30395	BHLHE23	STAU1	0.3651990303559829	-9.690964548528576	0.5882911218562539	2.6802438236058544e-11	0.04898948141598047
30432	BHLHE23	TPD52L2	0.30306567938057183	-8.318231719903007	0.5610786024561657	3.258071079049927e-10	0.043633913222064065
30456	BHLHE23	VAPB	0.24896979962136553	-6.569302120026024	0.5233562716224301	7.304608378213888e-09	0.0395596345811784
30462	BHLHE23	YTHDF1	0.35909250170678947	-8.628085631694756	0.5130134574128902	1.606409322869961e-08	0.05863579324709397
30466	BHLHE23	ZGPAT	0.3450314482701247	-8.04213632336637	0.5763149620516808	8.276694170082077e-11	0.04774712203794438
30503	ARC	AGO2	0.6336179490183738	-16.03279416246772	0.5121524053186924	1.7133202364458518e-08	0.1036987380813355
30985	ARC	HSF1	0.583724123245801	-14.393535585955997	0.5931676039198887	1.6710558523820225e-11	0.07731683466039957
31358	ARC	PTK2	0.43919930747606384	-11.489086908473261	0.6346545014989626	2.1318601967401173e-13	0.05219086563050079
31375	ARC	PYCR3	0.4261044697356215	-10.296818323593078	0.627298502117547	4.844812967649215e-13	0.05162515531550143
32111	CABLES2	MOCS3	0.3742534529079126	-9.143470026397166	0.6036072133626399	5.915409300695524e-12	0.04824236799692412
32162	CABLES2	OSBPL2	0.263933628350333	-6.551725654384343	0.5355676815857575	2.7827372526445756e-09	0.04061452841192133
32278	CABLES2	RTF2	0.2971237320467428	-7.608977275689723	0.5441257213687793	1.3824353604836906e-09	0.04471027171302036
32340	CABLES2	STAU1	0.34931429416613313	-9.275410910353454	0.5388683913034225	2.1295902690490865e-09	0.05329079316199055
32382	CABLES2	TPD52L2	0.3052614924108305	-8.387169145650386	0.5412060535771295	1.758959105055828e-09	0.04628645503081875
32853	C8orf37	ESRP1	0.2232394043361957	-5.631327361061676	0.6150963536445666	1.8043977767339666e-12	0.02792597108519807
33284	C8orf37	MTFR1	0.22525987072074907	-4.75227298425576	0.5731655625038764	1.1050204939033264e-10	0.03142867220717639
33377	C8orf37	OTUD6B	0.3294966573009285	-7.796805396334795	0.5235837400752936	7.176958468583253e-09	0.05232348528509986
33964	C8orf37	YWHAZ	0.24304485560008512	-7.206892149596481	0.5510422353739522	7.740893195772469e-10	0.035918769624022386
34530	BOP1	HSF1	0.630503219832898	-15.562566525872723	0.6429785518136121	8.1970497646796e-14	0.07329245578521405
34934	BOP1	PTK2	0.409228032125782	-10.687440646567673	0.5934450182640377	1.6263538409292513e-11	0.054164959425689135
34950	BOP1	PYCR3	0.42131420366343025	-10.176180484648704	0.6224488320635596	8.226518690104561e-13	0.05169888876694164
35048	BOP1	SCRIB	0.3458625459601263	-8.63145618749889	0.5296541075209314	4.461859191310085e-09	0.054053253106482776
35383	BIRC7	ARFGEF2	0.35877961733599706	-8.886273718584691	0.5370916856837215	2.460292802081398e-09	0.05498978993906232
35596	BIRC7	MOCS3	0.3673998367129133	-8.967200442551777	0.618587499633756	1.2458640265339622e-12	0.045541645887341026
35684	BIRC7	PTPN1	0.286781140406553	-7.534820857042207	0.5216214023990612	8.352318344363342e-09	0.045776197079880586
35756	BIRC7	STAU1	0.36522209432225333	-9.691859597166802	0.5881620106237809	2.71369122543255e-11	0.049009021000058745
35789	BIRC7	TOMM34	0.21881823371105583	-5.680788502083837	0.5109660274617449	1.8718304457827254e-08	0.035924745260597135
35793	BIRC7	TPD52L2	0.30397885231704447	-8.343735732106836	0.5626101576662559	2.8477431682587953e-10	0.043591400339973475
35817	BIRC7	VAPB	0.24885502104127086	-6.5665286728312635	0.5229671621418279	7.528026894159607e-09	0.03958190991570482
35824	BIRC7	YTHDF1	0.35917674536969524	-8.63040194906892	0.512988797028337	1.6093803853205718e-08	0.058653375720591525
35828	BIRC7	ZGPAT	0.34436552997411507	-8.026791649791582	0.5750401063713932	9.307311608461883e-11	0.04781307428121976
36633	ANGPT1	NUDCD1	0.41176442772144284	-10.194517380635174	0.5395956109684357	2.0069249770200796e-09	0.06269874197195809
37173	ANGPT1	YTHDF3	0.5159709062214559	-13.311221964601904	0.5420551485025996	1.640347931339007e-09	0.07806271177502115
37613	CPQ	ESRP1	0.2184259586658176	-5.503569772531404	0.605543918688712	4.858559170382583e-12	0.028013951789017437
38044	CPQ	MTFR1	0.22622481681283127	-4.77098013243579	0.579169392477936	6.352460964559933e-11	0.031074776349838896
38138	CPQ	OTUD6B	0.32319991135496445	-7.641915413419988	0.5167440324957074	1.21260790834559e-08	0.052257168442321866
38526	CPQ	STK3	0.33031012171647917	-7.987613373780972	0.5282308212452194	4.99206678681671e-09	0.05181586517368975
38731	CPQ	YWHAZ	0.2478317134277268	-7.349978512827715	0.5653591595304035	2.2326484861543959e-10	0.03528662016176657
38788	COL22A1	AGO2	0.6236204822327905	-15.77475690241441	0.5245759828813835	6.644708155244593e-09	0.09877167387877367
39307	COL22A1	HSF1	0.6168215596687401	-15.220792452978925	0.6522973503096772	2.713913912857063e-14	0.06994672492024744
39723	COL22A1	PTK2	0.44819818232294334	-11.727531684461553	0.6740034134073598	1.7692686750375092e-15	0.04794000128937731
39743	COL22A1	PYCR3	0.41299878467520235	-9.971705260857926	0.6327369857126875	2.646117964626049e-13	0.0493261949947627
40190	CHRAC1	AGO2	0.7347793680651851	-18.611039189901472	0.5629120372011828	2.772955121351656e-10	0.10528668677358252
40662	CHRAC1	GZMH	-0.14992152537278938	3.5786497835370037	-0.512867475095255	1.6240738921453678e-08	0.024489966533328078
40704	CHRAC1	HSF1	0.6401673450427375	-15.789744507047223	0.6165597024389641	1.5457786213870006e-12	0.07977530657305407
41114	CHRAC1	PTK2	0.5287743875146077	-13.860698124518496	0.7241990754926522	1.1993907574391504e-18	0.04913708150769368
41133	CHRAC1	PYCR3	0.440729092478269	-10.640704832694801	0.6149527060170926	1.831929298266541e-12	0.05515340058299064
42046	CYP11B1	HSF1	0.6105068662123205	-15.064233010298679	0.6288551271759378	4.079626443801829e-13	0.07366450235865608
42427	CYP11B1	PTK2	0.4083994081474684	-10.667739460501604	0.5982064526334	1.0170344189787294e-11	0.05338967535061338
42442	CYP11B1	PYCR3	0.4310649892838041	-10.419320468234773	0.6432668676751901	7.925957770921418e-14	0.05007058802284098
42537	CYP11B1	SCRIB	0.34055811333414543	-8.49800897861832	0.5267819890684716	5.593574422265432e-09	0.05362716156745671
43178	DSCC1	FAM91A1	0.5812053104737956	-14.49458104127714	0.5796509545948493	6.073591579668546e-11	0.07973591250954329
43965	DSCC1	TAF2	0.4535198412166997	-10.21401126073554	0.5554128826817671	5.329138205034757e-10	0.06626542327329599
43971	DSCC1	TATDN1	0.4495762501181053	-11.079102373569613	0.57659711927084	8.063933573711497e-11	0.06216894698500383
45403	DCAF13	YWHAZ	0.2677206926066964	-7.914376947705965	0.5320293906523261	3.6951357031776677e-09	0.04158095919450769
45456	CHRNA4	ARFGEF2	0.3595882712052035	-8.906144250350454	0.5384133478490315	2.2099723477110356e-09	0.05492349822054193
45665	CHRNA4	MOCS3	0.3670178712519432	-8.957544928588415	0.6180719374822673	1.3162898321008883e-12	0.04555575352566094
45752	CHRNA4	PTPN1	0.2863452840094506	-7.523011011253432	0.5209361342849892	8.804608577404011e-09	0.04578920451178671
45824	CHRNA4	STAU1	0.3641354493448938	-9.662588020573601	0.5865330934944123	3.171834117626121e-11	0.04907052845537149
45861	CHRNA4	TPD52L2	0.303404750475339	-8.327599747684765	0.5616635069971865	3.095065031446229e-10	0.04361632444315231
45885	CHRNA4	VAPB	0.2487356949915033	-6.563076900242412	0.5228242926694217	7.611691348593405e-09	0.03957781065528414
45892	CHRNA4	YTHDF1	0.3592326437168344	-8.631475631519605	0.5131745350401091	1.5871315588683377e-08	0.05863368682906288
45896	CHRNA4	ZGPAT	0.3456443460004916	-8.05651858847008	0.5772946765235931	7.560314738212008e-11	0.04771034228845322
45941	CHTOP	ADAR	0.38784663082894577	-10.38027264439718	0.5987816165271782	9.604624704753041e-12	0.050626965828162736
45948	CHTOP	ADNP	0.23104122514966421	-5.655038795724913	0.5118673365771257	1.750191594334525e-08	0.03784105091950044
45997	CHTOP	ANP32E	0.22477682245732392	-6.146688462810368	0.6138563416055318	2.0558548559091193e-12	0.02820960604810427
46047	CHTOP	ARHGEF11	0.4405383878689375	-10.287373817973121	0.5520749787338649	7.090731902796686e-10	0.06493069546272627
46157	CHTOP	BROX	0.23256153880452615	-5.883920490044189	0.5383458205237002	2.2221462349776617e-09	0.03552771456143987
46268	CHTOP	CDC73	0.38786657428752785	-9.783740714868987	0.5669150593904259	1.9434608636888363e-10	0.055002063075873284
46303	CHTOP	CHAMP1	0.2903877491258574	-7.038285919540963	0.5495790122624309	8.760942540424327e-10	0.04307940276402787
46310	CHTOP	CHD4	0.3372518917015478	-8.7543233813934	0.536465132812062	2.5882608873192577e-09	0.051775082861933684
46413	CHTOP	CTPS2	0.21023297022662812	-5.0484370294973155	0.5127763306696389	1.6351969142351603e-08	0.0343502384233106
46448	CHTOP	DARS2	0.26525421055421755	-6.826010947926717	0.6483710792066789	4.343957680617147e-14	0.030395814759397698
46487	CHTOP	DDX59	0.26759761226165446	-5.9838477887489185	0.5408151633763221	1.8162912427648097e-09	0.040616992759733545
46506	CHTOP	DHX9	0.41580047995258435	-11.637776392721015	0.6069373922442517	4.213549700478317e-12	0.05313452300954723
46661	CHTOP	FAM20B	0.21021446257805945	-4.6184225723551675	0.5837874817664747	4.117738266292925e-11	0.02853114403418094
46701	CHTOP	FLAD1	0.25883443563552333	-6.603487886610896	0.5597709606804068	3.652906144888507e-10	0.037392697773932164
46740	CHTOP	GATAD2B	0.25588248844710826	-6.221437185304786	0.5369618157449565	2.486308368665326e-09	0.03923218124471547
46842	CHTOP	HACD3	0.17535110675814744	-4.424943891580074	0.5486970849840164	9.43688202911417e-10	0.026073451109408816
46850	CHTOP	HDAC2	0.3429527920102204	-9.100962815360667	0.672863188733262	2.0538745746736636e-15	0.03679661292117066
46854	CHTOP	HDGF	0.3002061457530939	-8.501680886089732	0.5943296975352929	1.4913732698029617e-11	0.03964360802217426
46904	CHTOP	HNRNPU	0.3814591461787733	-11.032819921262286	0.6036582290086443	5.8849202579846275e-12	0.04916466552580389
46978	CHTOP	INTS3	0.43010255510589357	-10.59398631147848	0.6160614379633339	1.6295306638151691e-12	0.053667720399687965
46988	CHTOP	IRF2BP1	0.2234875298601815	-5.359617453410677	0.5127119500536254	1.643097649463988e-08	0.036522139029485985
46989	CHTOP	IRF2BP2	0.3312365622162663	-8.37441848061202	0.5685133613524578	1.684079121134023e-10	0.04677682389851213
47032	CHTOP	KDM1A	0.33046521091568026	-8.165832082382938	0.535399493467969	2.820710732027829e-09	0.05087491272229687
47168	CHTOP	MAGOHB	0.28735868223214533	-7.649271606223706	0.5129308120759418	1.616387098569922e-08	0.04693272252729921
47179	CHTOP	MAP7D1	-0.17159460408456095	4.526917323542378	-0.5251899240879329	6.3345554781548895e-09	0.02713404363507695
47228	CHTOP	METTL13	0.37460296689423583	-8.946368329544388	0.559128148225502	3.8634946530670323e-10	0.05420786447158542
47269	CHTOP	MSH2	0.17562511716869805	-4.42884837683768	0.5416286785440058	1.6989282577464986e-09	0.026600447023645963
47271	CHTOP	MSH6	0.1674849769315912	-4.088075173278534	0.5508974132495579	7.836524508563676e-10	0.024761376811010156
47277	CHTOP	MTA1	0.24530946285807662	-6.050282680756434	0.5264837219442641	5.72574951196416e-09	0.038658789344496854
47320	CHTOP	NAXE	0.3013832891051465	-8.007818796254666	0.61775427856794	1.3615819923901604e-12	0.03744004410411526
47338	CHTOP	NCSTN	0.31166854140323735	-7.30231207378937	0.5527283513180917	6.706867185575295e-10	0.045858516770697896
47408	CHTOP	NUCKS1	0.19180631865038494	-5.35072619212155	0.56950626721508	1.540090209850003e-10	0.027016849063848578
47461	CHTOP	OTUD7B	0.32715386499604693	-8.133492863110238	0.5629715531333737	2.7584352881677486e-10	0.04687068984886825
47476	CHTOP	PARP1	0.18222667030492679	-4.978847912988395	0.5855139668556976	3.4954827044382286e-11	0.024621812367653588
47540	CHTOP	PHF3	0.3110832154995622	-7.558435078043902	0.5334869322752124	3.2890398756707058e-09	0.04813157690546649
47588	CHTOP	PMF1	0.3024413577238216	-6.799187563900564	0.5124230648534096	1.679001363634778e-08	0.04946250216516363
47595	CHTOP	POGK	0.26298445233654216	-5.664401058573132	0.6570939600920122	1.5132596976163186e-14	0.029442120343342554
47597	CHTOP	POGZ	0.3613309820765231	-8.585269903396329	0.6809891663381127	6.990995781253427e-16	0.0379188818386404
47650	CHTOP	PRCC	0.38615009240694875	-9.303387758651734	0.6197872700072005	1.0957911323975493e-12	0.047715684592186294
47672	CHTOP	PRPF3	0.38235074404722	-9.473669225028353	0.5356668632281244	2.760574489875549e-09	0.05882146735850722
47693	CHTOP	PRUNE1	0.3211631646148967	-8.203000225084013	0.7278336419521528	6.643636480886536e-19	0.029530250920831523
47724	CHTOP	PUM2	0.3326768209057791	-7.873729547274846	0.5199867721193662	9.470129974176377e-09	0.05333129191672961
47781	CHTOP	RBBP5	0.3407612261564735	-8.335420048354989	0.5822264553528257	4.7712606395365515e-11	0.04643745133796088
47886	CHTOP	RPRD2	0.3306355062638281	-8.013084202354435	0.7155854989769108	4.687901487280155e-18	0.03149744744895418
