	CNV	Protien	slope	intercept	rValue	pValue	stdErr
8932	BAALC	SNX7	-0.2211310805778185	0.08044428190546493	-0.5886843313221305	3.514062717282804e-10	0.03148707149958207
8973	BAALC	STAU2	0.39719812294253376	0.01347926929818969	0.6391735888073835	3.154683378784029e-12	0.04955740136691398
8975	BAALC	STK3	0.3087898498252447	0.12842605474041696	0.547429409911735	9.427902666068221e-09	0.04894879487418112
9301	BAALC	YTHDF1	0.398156247562566	0.04951848820565202	0.5423073021962571	1.3758068756678551e-08	0.06396450706213225
9303	BAALC	YWHAZ	0.30183770332176235	0.07974814822392984	0.6906338159413216	9.631536979546397e-15	0.032775201484003126
9367	BHLHE23	ABT1	0.26053797237083703	0.025695491259520725	0.5616468720866038	3.192058292722733e-09	0.039798772992382395
9409	BHLHE23	AKAP8L	0.24805776273804786	0.03515802623003726	0.5671102816641018	2.0766711882973932e-09	0.037357881701240624
10001	BHLHE23	ESF1	0.27554982303999254	0.0077282535179040435	0.6153577025832225	3.2347618422927235e-11	0.036601079496014835
10112	BHLHE23	GEMIN2	0.3074288787109352	-0.005980613365260554	0.5680742107287065	1.9234172064590223e-09	0.04618340899933008
10373	BHLHE23	LRCH1	-0.34259337700421444	0.01916169656491775	-0.540578165991019	1.560817958041329e-08	0.05528746443317279
10610	BHLHE23	NGDN	0.24619406128914265	0.010750001293520321	0.5472152341160119	9.579299776170203e-09	0.039048035426287916
10630	BHLHE23	NOL10	0.278419407565786	0.015963519332389667	0.5611594901522904	3.315602047745729e-09	0.04258422138606736
10699	BHLHE23	OGFR	0.3062189304517224	0.046593138621580946	0.6277304959762786	9.895652306006687e-12	0.039376518371750706
11064	BHLHE23	RPRD1B	0.28127571862868894	0.0909300623965488	0.5577320014296041	4.323050538076962e-09	0.043406456507120036
11083	BHLHE23	RTF2	0.289941002939262	0.02523748214980832	0.6175268593296454	2.6380546886718726e-11	0.038294687696852146
11222	BHLHE23	SMG1	0.40768233751515764	0.06245739331020004	0.5450923389296477	1.121113387180221e-08	0.06502033292818149
11247	BHLHE23	SNX7	-0.17792869098991979	0.06100261165176961	-0.550777084405385	7.339037818066348e-09	0.027959814466709042
11344	BHLHE23	TAF4	0.5838372794013863	0.07095981145128713	0.6252127525940784	1.2646298922569872e-11	0.07557358656655082
11449	BHLHE23	TPD52L2	0.2796228829379636	0.07731064305694722	0.5566743838627066	4.6890340302348145e-09	0.04327033925375398
11660	BHLHE23	YTHDF1	0.44478472845053696	0.028929281402737247	0.7044318366651432	1.6527239902731086e-15	0.04647164681863938
11684	BHLHE23	ZGPAT	0.3234446128699172	0.0515632131156776	0.6714386273725219	9.560776328349643e-14	0.03701737299339639
11920	BOP1	C8orf82	0.2140276827971623	0.0759668194125846	0.6523990318898493	7.918792869140463e-13	0.0257817932853055
12359	BOP1	HGH1	0.32729308191140233	0.04314435232480058	0.6179848726660161	2.5263758675349097e-11	0.04317625955111282
12390	BOP1	HSF1	0.31569188439978396	0.08636022951970818	0.5654886867224295	2.3612245525691974e-09	0.047744520212134094
12733	BOP1	NUDCD1	0.22466225016933167	0.009126287269336612	0.559550817267878	3.756701434505753e-09	0.034506170606708075
12753	BOP1	OPLAH	0.16475180132002973	0.02872226166353463	0.5613081292898571	3.2774472134591956e-09	0.025189031479828042
12779	BOP1	PARP10	0.27008726349734613	0.04406402081993531	0.5393058094743199	1.7118880867284242e-08	0.043731699364112926
12843	BOP1	PLEKHF2	0.29186258707490476	0.053382555793072946	0.5791831560304141	7.807656185200197e-10	0.042597473298908575
12920	BOP1	PTK2	0.33340601409852116	0.0837379672112544	0.6025189206632492	1.0481779760287961e-10	0.04579531798775569
12937	BOP1	PYCR3	0.29076669285567097	0.04830233890578042	0.6015638073142868	1.1416036731160679e-10	0.04003805731760092
13050	BOP1	SCRIB	0.2741307500489409	-0.0053686058613247115	0.5756107351410086	1.0472043598250642e-09	0.04038257939026495
13085	BOP1	SHARPIN	0.34165150359114516	0.07452304472109128	0.5846565665195407	4.94484389977605e-10	0.04916004615663972
13417	BOP1	YWHAZ	0.20374536420452807	0.058664328161928965	0.5657179235838832	2.3188447673829583e-09	0.03079562606238947
13670	C8orf37	C8orf82	0.23404742301054546	0.09856756171689934	0.6062216039714794	7.50791937849049e-11	0.03183901726072605
14613	C8orf37	NUDCD1	0.2613443516980351	0.022360147217070206	0.5531039189894219	6.156388619307732e-09	0.04081957129984711
14866	C8orf37	PUF60	0.468327555972203	0.038715273312067436	0.5472081000240573	9.584382522801566e-09	0.0742812853566749
15059	C8orf37	SHARPIN	0.3761591371487964	0.09714350165779202	0.5469823317373737	9.746571471919619e-09	0.05969763000997699
15110	C8orf37	SNX7	-0.20650301734377408	0.08170997345680162	-0.5668669389175713	2.1171710173944163e-09	0.03111935054480128
15149	C8orf37	STAU2	0.3686593129575819	0.01951129183309347	0.6117287353872067	4.534149659069123e-11	0.04943544560297466
15484	C8orf37	YTHDF1	0.3937600115698344	0.05156200245900534	0.553026019473896	6.192846994735114e-09	0.0615141542116798
15486	C8orf37	YWHAZ	0.27314930931980386	0.08085121735358759	0.6444607858953498	1.8301209593221244e-12	0.03360606404741211
16200	CDH26	ABT1	0.232131180688674	0.022745167120939176	0.5422802980681003	1.3785279921622479e-08	0.037294916450923234
16757	CDH26	ESF1	0.23386308827876037	0.008718790549705167	0.5659619252259028	2.274536225648113e-09	0.03532543385137404
17681	CDH26	RPRD1B	0.252984275917245	0.08117380344697525	0.5436067990536981	1.2507591469095749e-08	0.040504670059339436
17696	CDH26	RTF2	0.2824947876655112	0.019887113161117916	0.6520106420012487	8.254869250019066e-13	0.0340646304780929
17914	CDH26	TAF4	0.508190240012732	0.06273892037624829	0.5897396879733059	3.210726522112559e-10	0.07216344393459566
18202	CDH26	XPO5	0.191121073831553	-0.006149077944054927	0.5663981245730957	2.197339516861429e-09	0.02883646028953547
18206	CDH26	XRN2	0.43390103320868856	0.003633864396464473	0.5455693205892974	1.0822842500698373e-08	0.06911579944102608
18209	CDH26	YTHDF1	0.3499785691166359	0.028302479982394328	0.6006598308462563	1.2373647559578936e-10	0.04830503592153583
18233	CDH26	ZGPAT	0.25473847668508753	0.04610973252675648	0.5730585250752586	1.2888281405073297e-09	0.03777554240020816
18471	ANGPT1	C8orf82	0.23173112663651366	0.08664333875469243	0.6410879317134784	2.5933630985124057e-12	0.028766382706926236
18940	ANGPT1	HGH1	0.35740001068566146	0.05100723765245168	0.6124708870577461	4.233074496639397e-11	0.04783279351891588
18970	ANGPT1	HSF1	0.3556297179041394	0.09932282532427578	0.5781605017529264	8.495308028430998e-10	0.05204240499798944
19216	ANGPT1	MTFR1	0.2113162261098865	0.020624604698129233	0.5429296460166845	1.3144988482615085e-08	0.03389318669821846
19339	ANGPT1	NUDCD1	0.2566645637558888	0.01160628543018271	0.5801832844429282	7.186993732289248e-10	0.037363092978306575
19364	ANGPT1	OPLAH	0.1778085231015638	0.03557776884053914	0.5498112286723794	7.891241748669789e-09	0.02801136200288297
19396	ANGPT1	PARP10	0.30309510562927605	0.05171756128870526	0.5492875903501447	8.20700574139697e-09	0.04781381983574684
19474	ANGPT1	PLEKHF2	0.307332787948818	0.062203092339328206	0.5535237515171997	5.963407830769237e-09	0.04795007482902937
19557	ANGPT1	PTK2	0.3561779754048718	0.09462558427366798	0.5841900973146839	5.142827954169029e-10	0.051312415216572156
19568	ANGPT1	PUF60	0.4339266451449823	0.029646091874391267	0.541532850306645	1.4559194921356074e-08	0.06985227273896852
19575	ANGPT1	PYCR3	0.3316185782251157	0.056373517489635365	0.6226812169093521	1.6147465454906305e-11	0.04321180725977644
19685	ANGPT1	SCRIB	0.3042513936736107	-0.0030266084160340823	0.5798205143919268	7.406443180339765e-10	0.04433215286713603
19723	ANGPT1	SHARPIN	0.36872743249757095	0.08500828835615787	0.5726810529646987	1.328815992813263e-09	0.054732786914605196
19770	ANGPT1	SNX7	-0.19176828379593688	0.0694981612896171	-0.5622600037946606	3.042890695223429e-09	0.029247105264586723
20085	ANGPT1	YWHAZ	0.23260826882995736	0.06819701335755585	0.5861749050251038	4.3498096960586747e-10	0.0333380660034312
20142	CABLES2	ABT1	0.3159032807691027	0.03175698907056443	0.6173193341903986	2.6902065287726215e-11	0.04174639061930631
20669	CABLES2	DDX18	0.2670928322498449	0.012478733062898796	0.5506942128619825	7.384928852459255e-09	0.04198018380714527
20848	CABLES2	ESF1	0.3184860496374491	0.012630294614592356	0.644735147119447	1.778618917865863e-12	0.03915540337041641
20976	CABLES2	GEMIN2	0.32314706194010434	0.0031309407632499897	0.5412825813673312	1.482747638661218e-08	0.0520533202908368
21064	CABLES2	HELZ2	0.21145268043672752	0.017957895887196137	0.545223788709265	1.110281710082122e-08	0.033712540915449445
21321	CABLES2	MAST4	-0.24596602586532607	0.036975232655381995	-0.5535326575492104	5.959377435438347e-09	0.038374739774270354
21432	CABLES2	MTHFD2	0.17129477754899572	0.01815196142749862	0.6078238144140014	6.489807986893924e-11	0.023205171046974917
21525	CABLES2	NGDN	0.2873928257879209	0.01561726849847167	0.5790551874336689	7.890686856747201e-10	0.04195905776458712
21547	CABLES2	NOL10	0.330196744262716	0.02098299111787079	0.6032856859365273	9.785388243478054e-11	0.04526397440387725
21604	CABLES2	NUP153	0.40320886425201213	0.06322629369639539	0.5690899830820907	1.7736691421923399e-09	0.06041223114477208
21624	CABLES2	OGFR	0.3669003085573128	0.057210740437017765	0.6817932491968967	2.8325357700822905e-14	0.04082205870618116
21634	CABLES2	OSBPL2	0.38820941065572256	0.04316140885504095	0.543275430799097	1.2815723344011546e-08	0.06220902982171226
21642	CABLES2	PA2G4	0.3053216988778422	0.010935998824936503	0.5496700334136461	7.975221942408471e-09	0.04811707025025826
21997	CABLES2	RIF1	0.2584305823587769	0.033144661548917084	0.5468270127455425	9.859670377525242e-09	0.04103036240223775
22046	CABLES2	RTF2	0.31402279373744807	0.03500660665417909	0.6062766125428969	7.470550304358075e-11	0.04271246715605063
22128	CABLES2	SGSM3	-0.22611278460898598	0.12357237484080758	-0.5604729130310163	3.4974301252453426e-09	0.0346457490430105
22167	CABLES2	SLC4A1AP	0.27994098170820586	-0.0022981309437394154	0.6188318309499238	2.331733744479931e-11	0.03684779828436566
22188	CABLES2	SMG1	0.47965335914129803	0.0760494655084588	0.5813519042291275	6.521677369845484e-10	0.06961226097733812
22218	CABLES2	SORBS2	-0.1655770129065795	0.04495393090852068	-0.6061439552746968	7.560974700855523e-11	0.022529096849812923
22287	CABLES2	SUPT6H	0.48996842185091044	0.064120098589471	0.5427730680404935	1.329673058129427e-08	0.07861859038060681
22308	CABLES2	TAF4	0.6430977031916068	0.08482767965336313	0.6242756439685085	1.3847322287161533e-11	0.08344947972254604
22414	CABLES2	TPD52L2	0.32214122371064297	0.09296965744383082	0.5813507799218093	6.522288103062827e-10	0.04675260585196279
22419	CABLES2	TPX2	0.14115957007438817	0.010020118256868639	0.5633978940398638	2.7835626551811126e-09	0.021465020511944016
22448	CABLES2	TRMT6	0.2850770390649115	0.021486198307383603	0.56570345712369	2.3214975474110375e-09	0.04309033531921126
22631	CABLES2	XPO5	0.24783226368057104	-0.004057070452805581	0.6143791526870027	3.544637040157763e-11	0.03300372208530051
22638	CABLES2	YTHDF1	0.4440595247424401	0.04118171428656675	0.6375198698761053	3.7323830116832965e-12	0.05564695210122639
22665	CABLES2	ZGPAT	0.32860282357154663	0.06372480592990369	0.6183596151784055	2.4383998419405216e-11	0.04330652905047341
22674	CABLES2	ZNF217	0.23964267620856938	0.014766919280055253	0.5474577028126795	9.408074795513041e-09	0.03798490967473611
22714	ARFRP1	ABT1	0.2688467717002868	0.030351639759930788	0.5394236316884167	1.697332341065641e-08	0.04351743437249016
22761	ARFRP1	AKAP8L	0.2546357481048631	0.04022057474280234	0.5418348061601902	1.4241677268661737e-08	0.04095821009156283
23379	ARFRP1	ESF1	0.2985584355216304	0.009390738785204217	0.6205684300833092	1.9767822884860818e-11	0.03911997894926424
23491	ARFRP1	GEMIN2	0.3169350571244811	-0.002275889123098812	0.5450841079372479	1.1217949836553462e-08	0.05054834059376039
23907	ARFRP1	MTHFD2	0.1517083124772843	0.01708778981863452	0.5527291468691657	6.333691189383586e-09	0.023718580182446183
24021	ARFRP1	NOL10	0.28775456732873567	0.02024596040699643	0.5398111610043168	1.6502861931233536e-08	0.04653081549325551
24075	ARFRP1	NUP153	0.3730427103035979	0.0568652324336363	0.5406034685611111	1.5579469379977813e-08	0.060197374119331
24093	ARFRP1	OGFR	0.32459039044757176	0.05168982356208359	0.6193122606827212	2.2278284212120527e-11	0.04267114073900166
24112	ARFRP1	PA2G4	0.2917379374295463	0.006791682381841246	0.5392705438864843	1.7162679251093593e-08	0.04724166590799602
24328	ARFRP1	PRRC2A	0.4727723318004598	0.02741142325929216	0.5575914943266171	4.370047784359368e-09	0.07298488956246359
24491	ARFRP1	RTF2	0.3036127248118921	0.029430396111296612	0.6018648932918854	1.1113210334606046e-10	0.04177415390104524
24657	ARFRP1	SNX7	-0.1902434598165411	0.06702250979943283	-0.5481159520442513	8.957864429056022e-09	0.03010308935027383
24661	ARFRP1	SORBS2	-0.14397076909635678	0.041178552972181384	-0.5411522389962184	1.4969063630431148e-08	0.023199064370992187
24746	ARFRP1	TAF4	0.610115476077881	0.0772736836356731	0.6081082201305655	6.323547264754811e-11	0.08259055908392507
24858	ARFRP1	TPD52L2	0.2947920572321059	0.08411989987891379	0.5462319927016834	1.0304666362509797e-08	0.04687609593605087
24863	ARFRP1	TPX2	0.1369524378512189	0.005082066800358158	0.5612341118248364	3.29639422977097e-09	0.02094279672608679
25063	ARFRP1	XPO5	0.2217474647076748	-0.003226381499983992	0.5644255826238475	2.5676536070688136e-09	0.033629401302020294
25070	ARFRP1	YTHDF1	0.476244284986615	0.03269030915523709	0.7020236004352356	2.2643815130773094e-15	0.05009683782108384
25096	ARFRP1	ZGPAT	0.36048950478922537	0.05679073314204057	0.6965172113071154	4.5979785680086446e-15	0.03850928600561955
25105	ARFRP1	ZNF217	0.23618863469273202	0.008885915552327761	0.5540064300521635	5.748689877639062e-09	0.036803864276025965
25147	APCDD1L	ABT1	0.24630431893880808	0.025381584421117945	0.5428574137987864	1.3214783085570701e-08	0.03951240966374343
25732	APCDD1L	ESF1	0.23793153822070595	0.012236796618102348	0.5432515166791131	1.2838238939977759e-08	0.038129973525395246
26314	APCDD1L	NFS1	0.2946773044344583	0.038810795940317784	0.5454045402445333	1.0955507014734774e-08	0.04695913669384082
26717	APCDD1L	RPRD1B	0.27859779445189736	0.08868974084886239	0.5647970576792706	2.4936315462329594e-09	0.04221032499262041
26733	APCDD1L	RTF2	0.28995889401864244	0.023340931517608573	0.6313992769012525	6.894379871349914e-12	0.036927431760691236
26972	APCDD1L	TAF4	0.5585496857033162	0.06835785408056119	0.6115320848579702	4.617316463520849e-11	0.07493731794223465
27106	APCDD1L	TRMT6	0.2484773520255407	0.013203964620445943	0.5561237042800031	4.891150741098319e-09	0.03850587217030301
27270	APCDD1L	XPO5	0.20881851263626153	-0.007001386486420791	0.5838558395424479	5.289352634921985e-10	0.03010936684210862
27278	APCDD1L	YTHDF1	0.3759766601449202	0.03101068252567218	0.6087954869100768	5.9385167462596e-11	0.05080428397714024
27302	APCDD1L	ZGPAT	0.2559428027209144	0.050308833971914296	0.5432137470200649	1.2873876796556993e-08	0.04102043385935138
27311	APCDD1L	ZNF217	0.21111476179762234	0.006860871020625159	0.5439550519987744	1.2191393771467763e-08	0.033770326820151915
28006	ADRM1	ABCF3	0.4747391525838562	0.017027262187637802	0.5534684459335653	5.988494626056829e-09	0.07407949358177002
28013	ADRM1	ABT1	0.3813671822318185	0.036486382118816316	0.6309160467339424	7.232464421128437e-12	0.04863049106850956
28139	ADRM1	ARFIP2	-0.2447698760145627	0.12889435001712274	-0.5431727598155082	1.2912657536869134e-08	0.03923392723087944
28242	ADRM1	BIN3	-0.3059322502937485	0.024943093440323832	-0.5403339170857471	1.5887933737982936e-08	0.049402647869221
28253	ADRM1	BOP1	0.3966051301308155	0.05126193402641037	0.549579095593762	8.029761723419958e-09	0.06251767116746994
28373	ADRM1	CDKAL1	0.3881109478720215	0.04065682916595338	0.5443837192686286	1.1812664777661889e-08	0.06201353885809637
28540	ADRM1	CUL5	-0.4244565762069307	0.017258634425761976	-0.5740829259944704	1.1860364432001401e-09	0.06277597851778116
28542	ADRM1	CWC25	0.3169342209529646	0.0642741604102107	0.5426878920004923	1.3379977359716633e-08	0.05086545267130026
28581	ADRM1	DDX18	0.31602830943753196	0.014518534813688519	0.5516286062969507	6.883027048252293e-09	0.04955078865915079
28594	ADRM1	DDX52	0.2811051290019429	0.01830549138330298	0.5709083147692938	1.533065709527029e-09	0.04191904654846546
28632	ADRM1	DLG5	-0.39168767154823736	0.0654472527321137	-0.5840235946692927	5.215322008787765e-10	0.05645250356980137
28766	ADRM1	ESF1	0.37989420111515754	0.014177569655437608	0.6510676379561848	9.129133936500028e-13	0.04592489150082801
28815	ADRM1	FBH1	-0.5643171103940209	0.03912368497959389	-0.5738495849206278	1.20873532462529e-09	0.08351158803832437
28994	ADRM1	HELZ2	0.26659554894118936	0.01720981662901032	0.581951789894916	6.203521083674286e-10	0.03863084589119206
29023	ADRM1	HMCES	0.3894354706835604	0.07883373445019858	0.540206658896023	1.603558219820839e-08	0.06290786339343114
29279	ADRM1	MARVELD2	-0.22092005532434253	0.10693267166621469	-0.5469608202369197	9.76216121958529e-09	0.03506267040395626
29280	ADRM1	MAST4	-0.31736562051363393	0.040305406852791485	-0.604645069532131	8.658640519864345e-11	0.043351183801561416
29397	ADRM1	MTHFD2	0.21006544873057556	0.01913148792884676	0.6310455782228225	7.1403045153242636e-12	0.026777611249357302
29496	ADRM1	NGDN	0.35031339751024876	0.016402319041120106	0.5975486828572398	1.6295327548457385e-10	0.04874450971688478
29520	ADRM1	NOL10	0.39801765723836974	0.023563737162073148	0.615637528204117	3.151055866493745e-11	0.052829710892007116
29521	ADRM1	NOL11	0.38638161937129084	0.0060929619497989	0.5543088785583097	5.617937530105916e-09	0.06016013531034727
29579	ADRM1	NUP153	0.48406199876372574	0.07450123597843378	0.5783947901887317	8.332817841240939e-10	0.0707939177293872
29599	ADRM1	OGFR	0.4698310635702384	0.06650874310903057	0.7391266468760156	1.2119279145735095e-17	0.04439784169667638
29608	ADRM1	OSBPL11	0.4077138733992164	0.07040431644278669	0.5845588539126698	4.985700732401132e-10	0.05868062266127072
29609	ADRM1	OSBPL2	0.5400537476804884	0.045898934665397635	0.6398283844143217	2.9506461422675737e-12	0.06726450476640468
29618	ADRM1	PA2G4	0.38897223188330765	0.007619119549714795	0.5928372746966355	2.4587252400251466e-10	0.0547912658171
29630	ADRM1	PALMD	-0.1896727904427818	0.032481363407516284	-0.5585190399781061	4.068613592585006e-09	0.029210407906628398
29732	ADRM1	PKN1	0.359891112916372	0.10045383177671134	0.5671563886730284	2.069081649399698e-09	0.05419366148779962
29821	ADRM1	PPP1R7	-0.45229381699284993	0.05351321350070394	-0.5613564252188941	3.265140667743587e-09	0.06914286837354504
29879	ADRM1	PSMD5	-0.35219152969046735	0.044641045324464806	-0.557162640224633	4.516535294392823e-09	0.05443078014461906
29882	ADRM1	PTAR1	-0.44973842107772777	0.018763547376791548	-0.5754706537246214	1.059254312383676e-09	0.06627570443214612
30004	ADRM1	RIF1	0.31412703526972935	0.037882254484245065	0.5627090266600967	2.9379078301481157e-09	0.04785246077826596
30043	ADRM1	RRP9	0.273975446747389	0.03802071540198037	0.561736197200326	3.169898986162052e-09	0.04184170749897209
30048	ADRM1	RTF2	0.34004722411932065	0.044368260859719746	0.5558036427993354	5.012426476841748e-09	0.05274013767266741
30138	ADRM1	SGSM3	-0.2643967936249808	0.14517759090917953	-0.5548277912865898	5.400207041791845e-09	0.04111134378689775
30182	ADRM1	SLC4A1AP	0.35965079698916586	-0.009984978588927121	0.673069177224452	7.919677485030188e-14	0.040979318614501076
30203	ADRM1	SMG1	0.6336585967806325	0.09100572897578252	0.6501887531097256	1.0023935156414558e-12	0.07678176653826489
30229	ADRM1	SNX7	-0.25377595098100786	0.08792897525750924	-0.6028597411232711	1.0166551392582408e-10	0.03482670799922105
30235	ADRM1	SORBS2	-0.21112606996453967	0.050932650024944986	-0.6543198734516855	6.441659045536652e-13	0.0253021384446389
30283	ADRM1	STAT1	0.15956440712521683	0.002148128032304311	0.5598381347058756	3.6740032792988e-09	0.024489394316357077
30331	ADRM1	TAF4	0.6932473956395204	0.09823022085307742	0.5697183293033684	1.686700241262439e-09	0.10369883282423725
30448	ADRM1	TPD52L2	0.396813410849088	0.11102601199365131	0.6062486844165972	7.48950036134592e-11	0.05397733757836377
30453	ADRM1	TPX2	0.1684862134414275	0.011020126024608792	0.5693007748357304	1.7440254205553388e-09	0.025230232969983862
30467	ADRM1	TRIM2	-0.20298210614555953	0.14515272702953907	-0.5428811799213445	1.3191780004161772e-08	0.03256059149981656
30483	ADRM1	TRMT6	0.32075172581117756	0.027810336869901753	0.5388502736477109	1.7692943877093422e-08	0.05199703507815172
